方向,入场北京时间,退出根北京时间,入场价,初始止损,末次退出价,末次退出原因,整单毛R,整单净R,全仓完整初始SL,是否分批,分批成交明细,边界未自然平仓,末次是否开盘退出
空,2023-11-19 19:30:00+08:00,2023-11-19 23:15:00+08:00,1947.41,1961.85,1961.85,initial_stop,-1.0,-1.269724376731301,True,False,"[{""fraction"": 1.0, ""price"": 1961.8500000000001, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.26972437673130095, ""reason"": ""initial_stop"", ""exit_i"": 65759, ""exit_time"": ""2023-11-19 15:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2023-11-25 19:00:00+08:00,2023-11-26 04:00:00+08:00,2075.58,2085.01,2085.01,initial_stop,-1.0,-1.4402078472958506,True,False,"[{""fraction"": 1.0, ""price"": 2085.01, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.44020784729585066, ""reason"": ""initial_stop"", ""exit_i"": 66354, ""exit_time"": ""2023-11-25 20:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2023-12-10 17:00:00+08:00,2023-12-11 02:15:00+08:00,2344.83,2357.4500000000003,2357.4500000000003,initial_stop,-1.0,-1.371605388272573,True,False,"[{""fraction"": 1.0, ""price"": 2357.4500000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.371605388272573, ""reason"": ""initial_stop"", ""exit_i"": 67787, ""exit_time"": ""2023-12-10 18:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2023-12-24 22:30:00+08:00,2023-12-24 22:45:00+08:00,2302.52,2288.98,2288.98,initial_stop,-1.0,-1.340106351550961,True,False,"[{""fraction"": 1.0, ""price"": 2288.98, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.34010635155096103, ""reason"": ""initial_stop"", ""exit_i"": 69117, ""exit_time"": ""2023-12-24 14:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-01-01 23:45:00+08:00,2024-01-02 18:45:00+08:00,2318.67,2298.82,2398.9500000000003,trailing_stop,4.044332493702799,3.810713350125972,False,False,"[{""fraction"": 1.0, ""price"": 2398.9500000000003, ""fill_r"": 4.044332493702799, ""gross_r_contribution"": 4.044332493702799, ""allocated_cost_r"": 0.23361914357682725, ""reason"": ""trailing_stop"", ""exit_i"": 69965, ""exit_time"": ""2024-01-02 10:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-01-07 15:15:00+08:00,2024-01-07 16:45:00+08:00,2249.47,2239.56,2239.56,initial_stop,-1.0,-1.4539798183652943,True,False,"[{""fraction"": 1.0, ""price"": 2239.56, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.4539798183652943, ""reason"": ""initial_stop"", ""exit_i"": 70437, ""exit_time"": ""2024-01-07 08:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-01-07 17:15:00+08:00,2024-01-07 21:30:00+08:00,2236.74,2254.07,2253.02,opposite_v6_next_open,-0.939411425274082,-1.1975464512406084,False,False,"[{""fraction"": 1.0, ""price"": 2253.02, ""fill_r"": -0.9394114252740821, ""gross_r_contribution"": -0.9394114252740821, ""allocated_cost_r"": 0.2581350259665263, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 70456, ""exit_time"": ""2024-01-07 13:30:00+00:00"", ""exit_at_open"": true}]",False,True
多,2024-01-07 21:30:00+08:00,2024-01-07 23:15:00+08:00,2253.02,2234.7200000000003,2234.7200000000003,initial_stop,-1.0,-1.2462316939890747,True,False,"[{""fraction"": 1.0, ""price"": 2234.7200000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2462316939890747, ""reason"": ""initial_stop"", ""exit_i"": 70463, ""exit_time"": ""2024-01-07 15:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-01-16 17:00:00+08:00,2024-01-16 22:30:00+08:00,2543.62,2521.4700000000003,2521.4700000000003,initial_stop,-1.0,-1.2296722347629836,True,False,"[{""fraction"": 1.0, ""price"": 2521.4700000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.22967223476298348, ""reason"": ""initial_stop"", ""exit_i"": 71324, ""exit_time"": ""2024-01-16 14:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-01-29 21:30:00+08:00,2024-01-29 23:45:00+08:00,2248.55,2267.65,2267.65,initial_stop,-1.0,-1.2354502617801058,True,False,"[{""fraction"": 1.0, ""price"": 2267.65, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.23545026178010584, ""reason"": ""initial_stop"", ""exit_i"": 72577, ""exit_time"": ""2024-01-29 15:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-02-03 20:45:00+08:00,2024-02-04 00:15:00+08:00,2305.4,2312.98,2312.98,initial_stop,-1.0,-1.6082849604221694,True,False,"[{""fraction"": 1.0, ""price"": 2312.98, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.6082849604221694, ""reason"": ""initial_stop"", ""exit_i"": 73059, ""exit_time"": ""2024-02-03 16:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-02-18 17:15:00+08:00,2024-02-18 20:30:00+08:00,2816.57,2794.43,2794.43,initial_stop,-1.0,-1.2544327009936729,True,False,"[{""fraction"": 1.0, ""price"": 2794.43, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2544327009936728, ""reason"": ""initial_stop"", ""exit_i"": 74484, ""exit_time"": ""2024-02-18 12:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-02-24 16:00:00+08:00,2024-02-25 11:15:00+08:00,2963.99,2943.66,3014.14,trailing_stop,2.4667978357107856,2.1752100344318865,False,False,"[{""fraction"": 1.0, ""price"": 3014.14, ""fill_r"": 2.4667978357107856, ""gross_r_contribution"": 2.4667978357107856, ""allocated_cost_r"": 0.2915878012788992, ""reason"": ""trailing_stop"", ""exit_i"": 75119, ""exit_time"": ""2024-02-25 03:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-03-03 15:00:00+08:00,2024-03-03 20:00:00+08:00,3414.01,3432.6800000000003,3432.6800000000003,initial_stop,-1.0,-1.3657214783074436,True,False,"[{""fraction"": 1.0, ""price"": 3432.6800000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.3657214783074437, ""reason"": ""initial_stop"", ""exit_i"": 75826, ""exit_time"": ""2024-03-03 12:00:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-03-03 20:30:00+08:00,2024-03-04 08:45:00+08:00,3443.43,3400.9500000000003,3487.07,trailing_stop,1.0273069679849522,0.8651869114877755,False,False,"[{""fraction"": 1.0, ""price"": 3487.07, ""fill_r"": 1.0273069679849522, ""gross_r_contribution"": 1.0273069679849522, ""allocated_cost_r"": 0.1621200564971768, ""reason"": ""trailing_stop"", ""exit_i"": 75877, ""exit_time"": ""2024-03-04 00:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-03-24 17:00:00+08:00,2024-03-25 01:30:00+08:00,3379.01,3325.34,3344.82,opposite_v6_next_open,-0.6370411775666109,-0.7629591950810508,False,False,"[{""fraction"": 1.0, ""price"": 3344.82, ""fill_r"": -0.6370411775666109, ""gross_r_contribution"": -0.6370411775666109, ""allocated_cost_r"": 0.12591801751443993, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 77864, ""exit_time"": ""2024-03-24 17:30:00+00:00"", ""exit_at_open"": true}]",False,True
空,2024-03-29 16:30:00+08:00,2024-03-31 12:00:00+08:00,3532.53,3577.78,3538.13,opposite_v6_next_open,-0.123756906077346,-0.2798908287292798,False,False,"[{""fraction"": 1.0, ""price"": 3538.13, ""fill_r"": -0.12375690607734606, ""gross_r_contribution"": -0.12375690607734606, ""allocated_cost_r"": 0.1561339226519337, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 78482, ""exit_time"": ""2024-03-31 04:00:00+00:00"", ""exit_at_open"": true}]",False,True
空,2024-04-12 21:30:00+08:00,2024-04-13 11:45:00+08:00,3478.1,3529.26,3231.4500000000003,trailing_stop,4.8211493354182595,4.6851798279905825,False,False,"[{""fraction"": 1.0, ""price"": 3231.4500000000003, ""fill_r"": 4.8211493354182595, ""gross_r_contribution"": 4.8211493354182595, ""allocated_cost_r"": 0.13596950742767705, ""reason"": ""trailing_stop"", ""exit_i"": 79729, ""exit_time"": ""2024-04-13 03:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-04-18 14:45:00+08:00,2024-04-18 19:00:00+08:00,2960.76,3025.55,3025.55,initial_stop,-1.0,-1.09139558573854,True,False,"[{""fraction"": 1.0, ""price"": 3025.55, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.09139558573853995, ""reason"": ""initial_stop"", ""exit_i"": 80238, ""exit_time"": ""2024-04-18 11:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-04-23 15:30:00+08:00,2024-04-23 21:30:00+08:00,3166.88,3192.74,3192.74,initial_stop,-1.0,-1.2449249806651186,True,False,"[{""fraction"": 1.0, ""price"": 3192.7400000000002, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2449249806651187, ""reason"": ""initial_stop"", ""exit_i"": 80728, ""exit_time"": ""2024-04-23 13:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-04-23 22:00:00+08:00,2024-04-24 21:30:00+08:00,3207.87,3171.51,3246.0,trailing_stop,1.0486798679868112,0.8722293729373047,False,False,"[{""fraction"": 1.0, ""price"": 3246.0, ""fill_r"": 1.0486798679868112, ""gross_r_contribution"": 1.0486798679868112, ""allocated_cost_r"": 0.17645049504950652, ""reason"": ""trailing_stop"", ""exit_i"": 80824, ""exit_time"": ""2024-04-24 13:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-05-03 21:30:00+08:00,2024-05-06 18:30:00+08:00,3045.2,2965.42,3177.01,trailing_stop,1.652168463274014,1.5758285284532565,False,False,"[{""fraction"": 1.0, ""price"": 3177.01, ""fill_r"": 1.652168463274014, ""gross_r_contribution"": 1.652168463274014, ""allocated_cost_r"": 0.07633993482075732, ""reason"": ""trailing_stop"", ""exit_i"": 81964, ""exit_time"": ""2024-05-06 10:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-05-19 19:15:00+08:00,2024-05-20 13:00:00+08:00,3094.38,3128.34,3123.86,opposite_v6_next_open,-0.8680800942285037,-1.050316843345111,False,False,"[{""fraction"": 1.0, ""price"": 3123.86, ""fill_r"": -0.8680800942285037, ""gross_r_contribution"": -0.8680800942285037, ""allocated_cost_r"": 0.1822367491166076, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 83286, ""exit_time"": ""2024-05-20 05:00:00+00:00"", ""exit_at_open"": true}]",False,True
多,2024-05-26 15:30:00+08:00,2024-05-27 05:30:00+08:00,3775.28,3750.22,3828.45,trailing_stop,2.1217079010375177,1.8204086193136544,False,False,"[{""fraction"": 1.0, ""price"": 3828.4500000000003, ""fill_r"": 2.1217079010375177, ""gross_r_contribution"": 2.1217079010375177, ""allocated_cost_r"": 0.3012992817238634, ""reason"": ""trailing_stop"", ""exit_i"": 83928, ""exit_time"": ""2024-05-26 21:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-05-31 18:30:00+08:00,2024-06-01 00:00:00+08:00,3772.52,3728.01,3728.01,initial_stop,-1.0,-1.1695133677825216,True,False,"[{""fraction"": 1.0, ""price"": 3728.01, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.16951336778252168, ""reason"": ""initial_stop"", ""exit_i"": 84386, ""exit_time"": ""2024-05-31 16:00:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-06-01 17:00:00+08:00,2024-06-02 17:30:00+08:00,3800.14,3766.7,3781.15,opposite_v6_next_open,-0.5678827751196175,-0.7951638755980891,False,False,"[{""fraction"": 1.0, ""price"": 3781.15, ""fill_r"": -0.5678827751196175, ""gross_r_contribution"": -0.5678827751196175, ""allocated_cost_r"": 0.2272811004784716, ""reason"": ""opposite_v6_next_open"", ""exit_i"": 84552, ""exit_time"": ""2024-06-02 09:30:00+00:00"", ""exit_at_open"": true}]",False,True
多,2024-06-03 14:45:00+08:00,2024-06-03 18:45:00+08:00,3834.47,3808.85,3808.85,initial_stop,-1.0,-1.2993341139734595,True,False,"[{""fraction"": 1.0, ""price"": 3808.85, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2993341139734595, ""reason"": ""initial_stop"", ""exit_i"": 84653, ""exit_time"": ""2024-06-03 10:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-06-03 21:00:00+08:00,2024-06-03 22:30:00+08:00,3841.8,3803.11,3803.11,initial_stop,-1.0,-1.198593951925562,True,False,"[{""fraction"": 1.0, ""price"": 3803.11, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.1985939519255619, ""reason"": ""initial_stop"", ""exit_i"": 84668, ""exit_time"": ""2024-06-03 14:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-06-17 14:45:00+08:00,2024-06-18 12:15:00+08:00,3561.71,3598.36,3453.89,trailing_stop,2.941882673942698,2.7475192360163687,False,False,"[{""fraction"": 1.0, ""price"": 3453.89, ""fill_r"": 2.941882673942698, ""gross_r_contribution"": 2.941882673942698, ""allocated_cost_r"": 0.19436343792632968, ""reason"": ""trailing_stop"", ""exit_i"": 86067, ""exit_time"": ""2024-06-18 04:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-06-23 19:45:00+08:00,2024-06-23 21:00:00+08:00,3495.02,3504.79,3504.79,initial_stop,-1.0,-1.715459570112591,True,False,"[{""fraction"": 1.0, ""price"": 3504.79, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.7154595701125909, ""reason"": ""initial_stop"", ""exit_i"": 86582, ""exit_time"": ""2024-06-23 13:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-07-19 16:45:00+08:00,2024-07-19 21:30:00+08:00,3396.79,3427.81,3427.81,initial_stop,-1.0,-1.219006447453256,True,False,"[{""fraction"": 1.0, ""price"": 3427.81, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.21900644745325606, ""reason"": ""initial_stop"", ""exit_i"": 89080, ""exit_time"": ""2024-07-19 13:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-07-21 22:45:00+08:00,2024-07-22 01:45:00+08:00,3515.62,3479.37,3479.37,initial_stop,-1.0,-1.1939652413793105,True,False,"[{""fraction"": 1.0, ""price"": 3479.37, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.19396524137931034, ""reason"": ""initial_stop"", ""exit_i"": 89289, ""exit_time"": ""2024-07-21 17:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-07-22 15:15:00+08:00,2024-07-22 20:15:00+08:00,3472.99,3504.6800000000003,3504.6800000000003,initial_stop,-1.0,-1.2191852319343606,True,False,"[{""fraction"": 1.0, ""price"": 3504.6800000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2191852319343606, ""reason"": ""initial_stop"", ""exit_i"": 89363, ""exit_time"": ""2024-07-22 12:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-07-28 19:45:00+08:00,2024-07-29 21:30:00+08:00,3264.73,3245.39,3362.54,trailing_stop,5.057394002068212,4.71977973112716,False,False,"[{""fraction"": 1.0, ""price"": 3362.54, ""fill_r"": 5.057394002068212, ""gross_r_contribution"": 5.057394002068212, ""allocated_cost_r"": 0.3376142709410523, ""reason"": ""trailing_stop"", ""exit_i"": 90040, ""exit_time"": ""2024-07-29 13:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-08-11 21:30:00+08:00,2024-08-12 15:30:00+08:00,2626.58,2656.6,2582.43,trailing_stop,1.4706862091938746,1.295697534976686,False,False,"[{""fraction"": 1.0, ""price"": 2582.43, ""fill_r"": 1.4706862091938746, ""gross_r_contribution"": 1.4706862091938746, ""allocated_cost_r"": 0.17498867421718864, ""reason"": ""trailing_stop"", ""exit_i"": 91360, ""exit_time"": ""2024-08-12 07:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-08-18 20:45:00+08:00,2024-08-19 05:45:00+08:00,2670.58,2640.17,2640.17,initial_stop,-1.0,-1.1756382768826052,True,False,"[{""fraction"": 1.0, ""price"": 2640.17, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.17563827688260525, ""reason"": ""initial_stop"", ""exit_i"": 91993, ""exit_time"": ""2024-08-18 21:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-09-13 19:30:00+08:00,2024-09-13 19:45:00+08:00,2366.8,2352.26,2352.26,initial_stop,-1.0,-1.3255570839064656,True,False,"[{""fraction"": 1.0, ""price"": 2352.26, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.32555708390646576, ""reason"": ""initial_stop"", ""exit_i"": 94449, ""exit_time"": ""2024-09-13 11:45:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-09-22 22:45:00+08:00,2024-09-23 01:00:00+08:00,2561.6,2583.15,2583.15,initial_stop,-1.0,-1.2377354988399052,True,False,"[{""fraction"": 1.0, ""price"": 2583.15, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.23773549883990516, ""reason"": ""initial_stop"", ""exit_i"": 95334, ""exit_time"": ""2024-09-22 17:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-09-29 14:30:00+08:00,2024-09-30 19:45:00+08:00,2661.61,2676.11,2629.23,trailing_stop,2.2331034482758696,1.8659848275862143,False,False,"[{""fraction"": 1.0, ""price"": 2629.23, ""fill_r"": 2.2331034482758696, ""gross_r_contribution"": 2.2331034482758696, ""allocated_cost_r"": 0.3671186206896552, ""reason"": ""trailing_stop"", ""exit_i"": 96081, ""exit_time"": ""2024-09-30 11:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-10-06 14:30:00+08:00,2024-10-07 05:15:00+08:00,2420.01,2410.41,2433.87,trailing_stop,1.4437499999999113,0.9395812499999304,False,False,"[{""fraction"": 1.0, ""price"": 2433.87, ""fill_r"": 1.4437499999999113, ""gross_r_contribution"": 1.4437499999999113, ""allocated_cost_r"": 0.504168749999981, ""reason"": ""trailing_stop"", ""exit_i"": 96695, ""exit_time"": ""2024-10-06 21:15:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-10-13 22:45:00+08:00,2024-10-14 05:30:00+08:00,2450.67,2469.39,2469.39,initial_stop,-1.0,-1.2618237179487206,True,False,"[{""fraction"": 1.0, ""price"": 2469.39, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2618237179487207, ""reason"": ""initial_stop"", ""exit_i"": 97368, ""exit_time"": ""2024-10-13 21:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-10-18 16:00:00+08:00,2024-10-18 17:30:00+08:00,2644.72,2623.32,2623.32,initial_stop,-1.0,-1.2471700934579482,True,False,"[{""fraction"": 1.0, ""price"": 2623.32, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.2471700934579481, ""reason"": ""initial_stop"", ""exit_i"": 97800, ""exit_time"": ""2024-10-18 09:30:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-10-20 18:15:00+08:00,2024-10-20 21:15:00+08:00,2650.4,2642.76,2642.76,initial_stop,-1.0,-1.6938219895288074,True,False,"[{""fraction"": 1.0, ""price"": 2642.76, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.6938219895288074, ""reason"": ""initial_stop"", ""exit_i"": 98007, ""exit_time"": ""2024-10-20 13:15:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-10-28 16:15:00+08:00,2024-10-29 01:00:00+08:00,2518.74,2489.03,2489.03,initial_stop,-1.0,-1.1695550319757682,True,False,"[{""fraction"": 1.0, ""price"": 2489.03, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.1695550319757681, ""reason"": ""initial_stop"", ""exit_i"": 98790, ""exit_time"": ""2024-10-28 17:00:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-11-14 20:45:00+08:00,2024-11-15 00:45:00+08:00,3185.08,3223.24,3161.6800000000003,trailing_stop,0.6132075471697969,0.4462746331236766,False,False,"[{""fraction"": 1.0, ""price"": 3161.6800000000003, ""fill_r"": 0.6132075471697969, ""gross_r_contribution"": 0.6132075471697969, ""allocated_cost_r"": 0.16693291404612023, ""reason"": ""trailing_stop"", ""exit_i"": 100421, ""exit_time"": ""2024-11-14 16:45:00+00:00"", ""exit_at_open"": false}]",False,False
多,2024-11-16 19:30:00+08:00,2024-11-17 09:30:00+08:00,3153.79,3110.96,3110.96,initial_stop,-1.0,-1.1472701377539112,True,False,"[{""fraction"": 1.0, ""price"": 3110.96, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.14727013775391107, ""reason"": ""initial_stop"", ""exit_i"": 100648, ""exit_time"": ""2024-11-17 01:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-11-17 22:30:00+08:00,2024-11-18 08:30:00+08:00,3081.59,3123.4300000000003,3123.4300000000003,initial_stop,-1.0,-1.1473035372848943,True,False,"[{""fraction"": 1.0, ""price"": 3123.4300000000003, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.14730353728489431, ""reason"": ""initial_stop"", ""exit_i"": 100740, ""exit_time"": ""2024-11-18 00:30:00+00:00"", ""exit_at_open"": false}]",False,False
空,2024-11-18 19:30:00+08:00,2024-11-18 23:30:00+08:00,3087.14,3128.49,3128.49,initial_stop,-1.0,-1.1493175332527192,True,False,"[{""fraction"": 1.0, ""price"": 3128.4900000000002, ""fill_r"": -1.0, ""gross_r_contribution"": -1.0, ""allocated_cost_r"": 0.14931753325271935, ""reason"": ""initial_stop"", ""exit_i"": 100800, ""exit_time"": ""2024-11-18 15:30:00+00:00"", ""exit_at_open"": false}]",False,False
