event_id,mother_decision_time,baseline_net_bp,baseline_exit_time,baseline_exit_reason,baseline_mfe_r,baseline_hold_minutes,candidate_net_bp,candidate_exit_time,candidate_exit_reason,candidate_mfe_r,candidate_hold_minutes,delta_net_bp,exit_delay_minutes,outcome_transition
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,-37.73130881800422,2023-02-12 05:00:00+00:00,colour_exit,0.4526901669758837,420.0,-37.73130881800422,2023-02-12 05:00:00+00:00,transition_colour_exit,0.4526901669758837,420.0,0.0,0.0,loss_to_loss
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,-76.925734024178,2023-02-13 04:25:00+00:00,hard_stop,0.6990291262136122,145.0,-76.925734024178,2023-02-13 04:25:00+00:00,hard_stop,0.6990291262136122,145.0,0.0,0.0,loss_to_loss
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,34.688327172456304,2023-02-13 18:45:00+00:00,colour_exit,2.452535760728153,585.0,34.688327172456304,2023-02-13 18:45:00+00:00,transition_colour_exit,2.452535760728153,585.0,0.0,0.0,win_to_win
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,-56.18128436645885,2023-02-14 09:55:00+00:00,hard_stop,0.15159235668787027,55.0,-56.18128436645885,2023-02-14 09:55:00+00:00,hard_stop,0.15159235668787027,55.0,0.0,0.0,loss_to_loss
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,-129.91957104557582,2023-02-17 09:15:00+00:00,colour_exit,0.27685123415610474,555.0,-129.91957104557582,2023-02-17 09:15:00+00:00,transition_colour_exit,0.27685123415610474,555.0,0.0,0.0,loss_to_loss
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,-38.841823100319566,2023-02-20 03:45:00+00:00,colour_exit,1.1729957805907207,585.0,-38.841823100319566,2023-02-20 03:45:00+00:00,transition_colour_exit,1.1729957805907207,585.0,0.0,0.0,loss_to_loss
2023-02-20T09:00:00+00:00_L,2023-02-20 10:00:00+00:00,-58.325412480263445,2023-02-20 16:45:00+00:00,colour_exit,0.49377513886229385,405.0,-58.325412480263445,2023-02-20 16:45:00+00:00,transition_colour_exit,0.49377513886229385,405.0,0.0,0.0,loss_to_loss
2023-02-23T02:00:00+00:00_L,2023-02-23 03:00:00+00:00,-118.41051125361378,2023-02-23 10:00:00+00:00,colour_exit,0.18662647300629837,420.0,-118.41051125361378,2023-02-23 10:00:00+00:00,transition_colour_exit,0.18662647300629837,420.0,0.0,0.0,loss_to_loss
2023-02-23T11:00:00+00:00_S,2023-02-23 12:00:00+00:00,-113.06922365211578,2023-02-23 19:30:00+00:00,colour_exit,0.3557400283458194,450.0,-113.06922365211578,2023-02-23 19:30:00+00:00,transition_colour_exit,0.3557400283458194,450.0,0.0,0.0,loss_to_loss
2023-02-28T19:00:00+00:00_S,2023-02-28 20:00:00+00:00,-32.89579339219582,2023-03-01 02:45:00+00:00,colour_exit,1.0510917030567717,405.0,-32.89579339219582,2023-03-01 02:45:00+00:00,transition_colour_exit,1.0510917030567717,405.0,0.0,0.0,loss_to_loss
2023-03-07T01:00:00+00:00_L,2023-03-07 02:00:00+00:00,-40.90598533912136,2023-03-07 06:30:00+00:00,colour_exit,1.0455840455841097,270.0,-40.90598533912136,2023-03-07 06:30:00+00:00,transition_colour_exit,1.0455840455841097,270.0,0.0,0.0,loss_to_loss
2023-03-11T01:00:00+00:00_L,2023-03-11 02:00:00+00:00,-195.3158406219624,2023-03-11 06:40:00+00:00,hard_stop,0.15493348115299768,280.0,-195.3158406219624,2023-03-11 06:40:00+00:00,hard_stop,0.15493348115299768,280.0,0.0,0.0,loss_to_loss
2023-03-11T07:00:00+00:00_S,2023-03-11 08:00:00+00:00,-180.2083060527604,2023-03-11 14:45:00+00:00,colour_exit,0.19037433155080213,405.0,-180.2083060527604,2023-03-11 14:45:00+00:00,transition_colour_exit,0.19037433155080213,405.0,0.0,0.0,loss_to_loss
2023-03-19T14:00:00+00:00_L,2023-03-19 15:00:00+00:00,218.7869651442753,2023-03-20 00:15:00+00:00,colour_exit,6.697121401752225,555.0,218.7869651442753,2023-03-20 00:15:00+00:00,transition_colour_exit,6.697121401752225,555.0,0.0,0.0,win_to_win
2023-03-20T18:00:00+00:00_L,2023-03-20 19:00:00+00:00,-54.2380077625204,2023-03-20 19:15:00+00:00,colour_exit,0.07113476893298211,15.0,-54.2380077625204,2023-03-20 19:15:00+00:00,transition_colour_exit,0.07113476893298211,15.0,0.0,0.0,loss_to_loss
2023-04-02T04:00:00+00:00_S,2023-04-02 05:00:00+00:00,-50.720342715016,2023-04-02 06:00:00+00:00,colour_exit,0.018867924528301886,60.0,-50.720342715016,2023-04-02 06:00:00+00:00,transition_colour_exit,0.018867924528301886,60.0,0.0,0.0,loss_to_loss
2023-04-03T08:00:00+00:00_L,2023-04-03 09:00:00+00:00,-153.2721561430128,2023-04-03 14:50:00+00:00,hard_stop,0.6626059322033944,350.0,-153.2721561430128,2023-04-03 14:50:00+00:00,hard_stop,0.6626059322033944,350.0,0.0,0.0,loss_to_loss
2023-04-03T14:00:00+00:00_S,2023-04-03 15:00:00+00:00,-77.18878371137714,2023-04-03 19:00:00+00:00,colour_exit,0.373740656483587,240.0,-77.18878371137714,2023-04-03 19:00:00+00:00,transition_colour_exit,0.373740656483587,240.0,0.0,0.0,loss_to_loss
2023-04-09T06:00:00+00:00_S,2023-04-09 07:00:00+00:00,-45.31645569620267,2023-04-09 12:30:00+00:00,colour_exit,0.9364791288566248,330.0,-45.31645569620267,2023-04-09 12:30:00+00:00,transition_colour_exit,0.9364791288566248,330.0,0.0,0.0,loss_to_loss
2023-04-09T18:00:00+00:00_L,2023-04-09 19:00:00+00:00,54.38140357886924,2023-04-10 05:00:00+00:00,colour_exit,4.054183266932265,600.0,54.38140357886924,2023-04-10 05:00:00+00:00,transition_colour_exit,4.054183266932265,600.0,0.0,0.0,win_to_win
2023-04-14T15:00:00+00:00_S,2023-04-14 16:00:00+00:00,-106.76036212445393,2023-04-14 20:45:00+00:00,colour_exit,0.6801650760897607,285.0,-106.76036212445393,2023-04-14 20:45:00+00:00,transition_colour_exit,0.6801650760897607,285.0,0.0,0.0,loss_to_loss
2023-04-16T18:00:00+00:00_L,2023-04-16 19:00:00+00:00,-89.23341692481655,2023-04-16 20:00:00+00:00,hard_stop,0.3267045454545443,60.0,-89.23341692481655,2023-04-16 20:00:00+00:00,hard_stop,0.3267045454545443,60.0,0.0,0.0,loss_to_loss
2023-04-18T08:00:00+00:00_S,2023-04-18 09:00:00+00:00,-24.31069321335409,2023-04-18 09:15:00+00:00,colour_exit,0.018754688672167633,15.0,-64.89182854217732,2023-04-18 09:30:00+00:00,hard_stop,0.018754688672167633,30.0,-40.58113532882324,15.0,loss_to_loss
2023-04-18T09:00:00+00:00_L,2023-04-18 10:00:00+00:00,28.310794986918815,2023-04-18 18:00:00+00:00,colour_exit,3.065425264217413,480.0,28.310794986918815,2023-04-18 18:00:00+00:00,transition_colour_exit,3.065425264217413,480.0,0.0,0.0,win_to_win
2023-04-19T08:00:00+00:00_S,2023-04-19 09:00:00+00:00,-70.32550454060924,2023-04-19 18:15:00+00:00,colour_exit,0.16545414462080954,555.0,-70.32550454060924,2023-04-19 18:15:00+00:00,transition_colour_exit,0.16545414462080954,555.0,0.0,0.0,loss_to_loss
2023-04-25T17:00:00+00:00_L,2023-04-25 18:00:00+00:00,504.63739787958593,2023-04-26 19:30:00+00:00,colour_exit,8.066951099442054,1530.0,504.63739787958593,2023-04-26 19:30:00+00:00,transition_colour_exit,8.066951099442054,1530.0,0.0,0.0,win_to_win
2023-04-29T13:00:00+00:00_L,2023-04-29 14:00:00+00:00,-55.79692391452283,2023-04-29 15:50:00+00:00,hard_stop,0.11311787072244651,110.0,-55.79692391452283,2023-04-29 15:50:00+00:00,hard_stop,0.11311787072244651,110.0,0.0,0.0,loss_to_loss
2023-05-01T01:00:00+00:00_S,2023-05-01 02:00:00+00:00,-47.18334905875475,2023-05-01 12:45:00+00:00,colour_exit,0.3589901477832512,645.0,-47.18334905875475,2023-05-01 12:45:00+00:00,transition_colour_exit,0.3589901477832512,645.0,0.0,0.0,loss_to_loss
2023-05-03T20:00:00+00:00_L,2023-05-03 21:00:00+00:00,168.75202058985516,2023-05-04 08:00:00+00:00,colour_exit,3.2353937341236017,660.0,168.75202058985516,2023-05-04 08:00:00+00:00,transition_colour_exit,3.2353937341236017,660.0,0.0,0.0,win_to_win
2023-05-05T13:00:00+00:00_L,2023-05-05 14:00:00+00:00,80.53437809564025,2023-05-06 02:15:00+00:00,colour_exit,2.403722261990005,735.0,80.53437809564025,2023-05-06 02:15:00+00:00,transition_colour_exit,2.403722261990005,735.0,0.0,0.0,win_to_win
2023-05-15T01:00:00+00:00_L,2023-05-15 02:00:00+00:00,9.216555313003045,2023-05-15 14:15:00+00:00,colour_exit,0.7729479768786195,735.0,9.216555313003045,2023-05-15 14:15:00+00:00,transition_colour_exit,0.7729479768786195,735.0,0.0,0.0,win_to_win
2023-05-22T13:00:00+00:00_L,2023-05-22 14:00:00+00:00,-78.62311595007941,2023-05-22 15:30:00+00:00,colour_exit,0.13442940038684922,90.0,-78.62311595007941,2023-05-22 15:30:00+00:00,transition_colour_exit,0.13442940038684922,90.0,0.0,0.0,loss_to_loss
2023-05-24T03:00:00+00:00_S,2023-05-24 04:00:00+00:00,143.1382269823911,2023-05-24 20:45:00+00:00,colour_exit,1.8806400839454263,1005.0,143.1382269823911,2023-05-24 20:45:00+00:00,transition_colour_exit,1.8806400839454263,1005.0,0.0,0.0,win_to_win
2023-06-06T16:00:00+00:00_L,2023-06-06 17:00:00+00:00,224.9690138281002,2023-06-07 02:45:00+00:00,colour_exit,3.4231404958677687,585.0,224.9690138281002,2023-06-07 02:45:00+00:00,transition_colour_exit,3.4231404958677687,585.0,0.0,0.0,win_to_win
2023-06-12T08:00:00+00:00_L,2023-06-12 09:00:00+00:00,-41.24345539645578,2023-06-12 13:30:00+00:00,colour_exit,1.090435914118398,270.0,-41.24345539645578,2023-06-12 13:30:00+00:00,transition_colour_exit,1.090435914118398,270.0,0.0,0.0,loss_to_loss
2023-06-12T13:00:00+00:00_S,2023-06-12 14:00:00+00:00,-73.76323246105486,2023-06-12 17:50:00+00:00,hard_stop,1.0692141312184462,230.0,-73.76323246105486,2023-06-12 17:50:00+00:00,hard_stop,1.0692141312184462,230.0,0.0,0.0,loss_to_loss
2023-06-13T15:00:00+00:00_S,2023-06-13 16:00:00+00:00,-88.3208596006346,2023-06-14 00:00:00+00:00,colour_exit,0.09545049063335302,480.0,-88.3208596006346,2023-06-14 00:00:00+00:00,transition_colour_exit,0.09545049063335302,480.0,0.0,0.0,loss_to_loss
2023-06-14T05:00:00+00:00_S,2023-06-14 06:00:00+00:00,-70.75238868902599,2023-06-14 10:00:00+00:00,colour_exit,0.04225352112676056,240.0,-70.75238868902599,2023-06-14 10:00:00+00:00,transition_colour_exit,0.04225352112676056,240.0,0.0,0.0,loss_to_loss
2023-06-18T14:00:00+00:00_L,2023-06-18 15:00:00+00:00,-53.56298804765845,2023-06-18 20:25:00+00:00,hard_stop,1.9416386083053068,325.0,-53.56298804765845,2023-06-18 20:25:00+00:00,hard_stop,1.9416386083053068,325.0,0.0,0.0,loss_to_loss
2023-06-25T03:00:00+00:00_L,2023-06-25 04:00:00+00:00,-34.2764227642278,2023-06-25 09:15:00+00:00,colour_exit,2.2313432835820897,315.0,-34.2764227642278,2023-06-25 09:15:00+00:00,transition_colour_exit,2.2313432835820897,315.0,0.0,0.0,loss_to_loss
2023-06-25T11:00:00+00:00_L,2023-06-25 12:00:00+00:00,-29.27779676742069,2023-06-25 12:15:00+00:00,colour_exit,0.23400809716600368,15.0,-60.203785992154465,2023-06-25 13:15:00+00:00,hard_stop,0.23400809716600368,75.0,-30.925989224733776,60.0,loss_to_loss
2023-06-25T14:00:00+00:00_S,2023-06-25 15:00:00+00:00,-10.868566266717377,2023-06-25 22:45:00+00:00,colour_exit,1.548997772828493,465.0,-10.868566266717377,2023-06-25 22:45:00+00:00,transition_colour_exit,1.548997772828493,465.0,0.0,0.0,loss_to_loss
2023-07-02T17:00:00+00:00_S,2023-07-02 18:00:00+00:00,-51.33766498262247,2023-07-02 19:15:00+00:00,colour_exit,0.5250514756348635,75.0,-51.33766498262247,2023-07-02 19:15:00+00:00,transition_colour_exit,0.5250514756348635,75.0,0.0,0.0,loss_to_loss
2023-07-10T12:00:00+00:00_S,2023-07-10 13:00:00+00:00,-26.365731147324194,2023-07-10 13:15:00+00:00,colour_exit,0.08731466227346307,15.0,-60.249987566931544,2023-07-10 13:40:00+00:00,hard_stop,0.08731466227346307,40.0,-33.884256419607354,25.0,loss_to_loss
2023-07-13T13:00:00+00:00_L,2023-07-13 14:00:00+00:00,-71.36567468406072,2023-07-13 14:10:00+00:00,hard_stop,0.1746031746031746,10.0,-71.36567468406072,2023-07-13 14:10:00+00:00,hard_stop,0.1746031746031746,10.0,0.0,0.0,loss_to_loss
2023-07-14T17:00:00+00:00_S,2023-07-14 18:00:00+00:00,105.03014934518886,2023-07-15 03:30:00+00:00,colour_exit,1.4862178886180277,570.0,105.03014934518886,2023-07-15 03:30:00+00:00,transition_colour_exit,1.4862178886180277,570.0,0.0,0.0,win_to_win
2023-07-17T22:00:00+00:00_S,2023-07-17 23:00:00+00:00,-24.616805170820637,2023-07-17 23:15:00+00:00,colour_exit,0.22996300863134142,15.0,60.24605246550798,2023-07-18 18:45:00+00:00,transition_colour_exit,3.8014796547473075,1185.0,84.86285763632861,1170.0,loss_to_win
2023-07-18T02:00:00+00:00_S,2023-07-18 03:00:00+00:00,-30.489556915804776,2023-07-18 03:15:00+00:00,colour_exit,0.09147982062780921,15.0,66.10731215062506,2023-07-18 18:45:00+00:00,transition_colour_exit,5.689686098654722,945.0,96.59686906642983,930.0,loss_to_win
2023-07-19T14:00:00+00:00_S,2023-07-19 15:00:00+00:00,-69.35754714450624,2023-07-19 17:30:00+00:00,colour_exit,0.272648835202765,150.0,-69.35754714450624,2023-07-19 17:30:00+00:00,transition_colour_exit,0.272648835202765,150.0,0.0,0.0,loss_to_loss
2023-07-20T14:00:00+00:00_S,2023-07-20 15:00:00+00:00,-29.36870382807209,2023-07-21 00:00:00+00:00,colour_exit,0.48512971946846806,540.0,-29.36870382807209,2023-07-21 00:00:00+00:00,transition_colour_exit,0.48512971946846806,540.0,0.0,0.0,loss_to_loss
2023-07-23T04:00:00+00:00_L,2023-07-23 05:00:00+00:00,-21.003290793804013,2023-07-23 11:15:00+00:00,colour_exit,1.5441696113074859,375.0,-21.003290793804013,2023-07-23 11:15:00+00:00,transition_colour_exit,1.5441696113074859,375.0,0.0,0.0,loss_to_loss
2023-07-24T02:00:00+00:00_S,2023-07-24 03:00:00+00:00,206.27151911262965,2023-07-24 21:15:00+00:00,colour_exit,8.493297587131545,1095.0,206.27151911262965,2023-07-24 21:15:00+00:00,transition_colour_exit,8.493297587131545,1095.0,0.0,0.0,win_to_win
2023-07-26T02:00:00+00:00_L,2023-07-26 03:00:00+00:00,-49.26083111686295,2023-07-26 05:00:00+00:00,colour_exit,0.8356598984771697,120.0,-49.26083111686295,2023-07-26 05:00:00+00:00,transition_colour_exit,0.8356598984771697,120.0,0.0,0.0,loss_to_loss
2023-07-26T12:00:00+00:00_L,2023-07-26 13:00:00+00:00,1.5535674575351162,2023-07-26 23:45:00+00:00,colour_exit,6.956856702619259,645.0,1.5535674575351162,2023-07-26 23:45:00+00:00,transition_colour_exit,6.956856702619259,645.0,0.0,0.0,win_to_win
2023-07-28T14:00:00+00:00_L,2023-07-28 15:00:00+00:00,-86.30355156415303,2023-07-28 17:10:00+00:00,hard_stop,0.3028132992327403,130.0,-86.30355156415303,2023-07-28 17:10:00+00:00,hard_stop,0.3028132992327403,130.0,0.0,0.0,loss_to_loss
2023-07-30T13:00:00+00:00_S,2023-07-30 14:00:00+00:00,-26.828828582745583,2023-07-30 14:30:00+00:00,colour_exit,0.0,30.0,-26.828828582745583,2023-07-30 14:30:00+00:00,transition_colour_exit,0.0,30.0,0.0,0.0,loss_to_loss
2023-08-06T12:00:00+00:00_S,2023-08-06 13:00:00+00:00,-32.94801509683419,2023-08-06 16:50:00+00:00,hard_stop,1.2526595744681916,230.0,-32.94801509683419,2023-08-06 16:50:00+00:00,hard_stop,1.2526595744681916,230.0,0.0,0.0,loss_to_loss
2023-08-11T15:00:00+00:00_S,2023-08-11 16:00:00+00:00,-23.50362778547053,2023-08-11 20:30:00+00:00,colour_exit,1.2772764561115277,270.0,-23.50362778547053,2023-08-11 20:30:00+00:00,transition_colour_exit,1.2772764561115277,270.0,0.0,0.0,loss_to_loss
2023-08-12T01:00:00+00:00_S,2023-08-12 02:00:00+00:00,-22.92465278250109,2023-08-12 02:15:00+00:00,colour_exit,0.09090909090910247,15.0,-25.543237250553723,2023-08-12 04:30:00+00:00,transition_colour_exit,0.5192307692307754,150.0,-2.6185844680526316,135.0,loss_to_loss
2023-08-12T14:00:00+00:00_L,2023-08-12 15:00:00+00:00,-32.49371919008091,2023-08-12 18:15:00+00:00,colour_exit,0.7516483516483676,195.0,-32.49371919008091,2023-08-12 18:15:00+00:00,transition_colour_exit,0.7516483516483676,195.0,0.0,0.0,loss_to_loss
2023-08-13T18:00:00+00:00_L,2023-08-13 19:00:00+00:00,-29.752417716097916,2023-08-13 21:40:00+00:00,hard_stop,1.790940766550755,160.0,-29.752417716097916,2023-08-13 21:40:00+00:00,hard_stop,1.790940766550755,160.0,0.0,0.0,loss_to_loss
2023-08-13T21:00:00+00:00_S,2023-08-13 22:00:00+00:00,-24.86752171663607,2023-08-14 03:30:00+00:00,colour_exit,5.312849162011515,330.0,-24.86752171663607,2023-08-14 03:30:00+00:00,transition_colour_exit,5.312849162011515,330.0,0.0,0.0,loss_to_loss
2023-08-23T10:00:00+00:00_S,2023-08-23 11:00:00+00:00,-49.30383183220364,2023-08-23 14:05:00+00:00,hard_stop,2.049934296977602,185.0,-49.30383183220364,2023-08-23 14:05:00+00:00,hard_stop,2.049934296977602,185.0,0.0,0.0,loss_to_loss
2023-08-24T14:00:00+00:00_S,2023-08-24 15:00:00+00:00,-21.071942666379666,2023-08-24 23:00:00+00:00,colour_exit,1.050214091086017,480.0,-21.071942666379666,2023-08-24 23:00:00+00:00,transition_colour_exit,1.050214091086017,480.0,0.0,0.0,loss_to_loss
2023-08-29T06:00:00+00:00_S,2023-08-29 07:00:00+00:00,-34.10827621467714,2023-08-29 13:00:00+00:00,colour_exit,1.7102803738317758,360.0,-34.10827621467714,2023-08-29 13:00:00+00:00,transition_colour_exit,1.7102803738317758,360.0,0.0,0.0,loss_to_loss
2023-08-29T14:00:00+00:00_L,2023-08-29 15:00:00+00:00,57.22920668180144,2023-08-30 00:30:00+00:00,colour_exit,0.47753199777406835,570.0,57.22920668180144,2023-08-30 00:30:00+00:00,transition_colour_exit,0.47753199777406835,570.0,0.0,0.0,win_to_win
2023-09-03T17:00:00+00:00_L,2023-09-03 18:00:00+00:00,-2.000494407019531,2023-09-04 00:30:00+00:00,colour_exit,4.439716312056936,390.0,-2.000494407019531,2023-09-04 00:30:00+00:00,transition_colour_exit,4.439716312056936,390.0,0.0,0.0,loss_to_loss
2023-09-06T07:00:00+00:00_S,2023-09-06 08:00:00+00:00,-41.99860856857416,2023-09-06 17:55:00+00:00,hard_stop,6.6060070671380045,595.0,-41.99860856857416,2023-09-06 17:55:00+00:00,hard_stop,6.6060070671380045,595.0,0.0,0.0,loss_to_loss
2023-09-07T11:00:00+00:00_S,2023-09-07 12:00:00+00:00,-40.57557146802225,2023-09-07 13:45:00+00:00,hard_stop,1.2835538752362183,105.0,-40.57557146802225,2023-09-07 13:45:00+00:00,hard_stop,1.2835538752362183,105.0,0.0,0.0,loss_to_loss
2023-09-10T21:00:00+00:00_L,2023-09-10 22:00:00+00:00,-55.12672642070225,2023-09-10 23:35:00+00:00,hard_stop,1.5802197802197722,95.0,-55.12672642070225,2023-09-10 23:35:00+00:00,hard_stop,1.5802197802197722,95.0,0.0,0.0,loss_to_loss
2023-09-11T05:00:00+00:00_L,2023-09-11 06:00:00+00:00,-69.72953772379275,2023-09-11 08:30:00+00:00,hard_stop,0.07686335403727881,150.0,-69.72953772379275,2023-09-11 08:30:00+00:00,hard_stop,0.07686335403727881,150.0,0.0,0.0,loss_to_loss
2023-09-12T03:00:00+00:00_L,2023-09-12 04:00:00+00:00,71.31747551366142,2023-09-12 17:30:00+00:00,colour_exit,1.3509542307042788,810.0,71.31747551366142,2023-09-12 17:30:00+00:00,transition_colour_exit,1.3509542307042788,810.0,0.0,0.0,win_to_win
2023-09-15T22:00:00+00:00_L,2023-09-15 23:00:00+00:00,-99.09802852458792,2023-09-16 05:15:00+00:00,colour_exit,0.39784946236558477,375.0,-99.09802852458792,2023-09-16 05:15:00+00:00,transition_colour_exit,0.39784946236558477,375.0,0.0,0.0,loss_to_loss
2023-09-17T07:00:00+00:00_S,2023-09-17 08:00:00+00:00,-36.71761198535737,2023-09-17 08:45:00+00:00,colour_exit,0.11244979919675957,45.0,-36.71761198535737,2023-09-17 08:45:00+00:00,transition_colour_exit,0.11244979919675957,45.0,0.0,0.0,loss_to_loss
2023-09-17T16:00:00+00:00_S,2023-09-17 17:00:00+00:00,-28.41328468970781,2023-09-18 00:00:00+00:00,colour_exit,2.386004514672742,420.0,-28.41328468970781,2023-09-18 00:00:00+00:00,transition_colour_exit,2.386004514672742,420.0,0.0,0.0,loss_to_loss
2023-09-26T20:00:00+00:00_S,2023-09-26 21:00:00+00:00,-32.34468815330514,2023-09-26 22:30:00+00:00,colour_exit,0.5810920945395179,90.0,-32.34468815330514,2023-09-26 22:30:00+00:00,transition_colour_exit,0.5810920945395179,90.0,0.0,0.0,loss_to_loss
2023-09-27T03:00:00+00:00_L,2023-09-27 04:00:00+00:00,-34.69026750748892,2023-09-27 08:15:00+00:00,colour_exit,0.35177865612645265,255.0,-34.69026750748892,2023-09-27 08:15:00+00:00,transition_colour_exit,0.35177865612645265,255.0,0.0,0.0,loss_to_loss
2023-10-06T09:00:00+00:00_L,2023-10-06 10:00:00+00:00,-58.2087396171904,2023-10-06 12:35:00+00:00,hard_stop,1.0396975425330883,155.0,-58.2087396171904,2023-10-06 12:35:00+00:00,hard_stop,1.0396975425330883,155.0,0.0,0.0,loss_to_loss
2023-10-06T12:00:00+00:00_S,2023-10-06 13:00:00+00:00,-157.36626601505765,2023-10-06 14:45:00+00:00,colour_exit,0.16930906243883295,105.0,-157.36626601505765,2023-10-06 14:45:00+00:00,transition_colour_exit,0.16930906243883295,105.0,0.0,0.0,loss_to_loss
2023-10-08T06:00:00+00:00_S,2023-10-08 07:00:00+00:00,-45.20472113467953,2023-10-08 13:50:00+00:00,hard_stop,3.066856330014077,410.0,-45.20472113467953,2023-10-08 13:50:00+00:00,hard_stop,3.066856330014077,410.0,0.0,0.0,loss_to_loss
2023-10-08T15:00:00+00:00_S,2023-10-08 16:00:00+00:00,-18.207885304659648,2023-10-08 16:15:00+00:00,colour_exit,0.1373913043478514,15.0,-23.655913978495295,2023-10-08 19:15:00+00:00,transition_colour_exit,1.6069565217391557,195.0,-5.448028673835648,180.0,loss_to_loss
2023-10-15T11:00:00+00:00_S,2023-10-15 12:00:00+00:00,-35.48984781969409,2023-10-15 13:20:00+00:00,hard_stop,1.161057692307614,80.0,-35.48984781969409,2023-10-15 13:20:00+00:00,hard_stop,1.161057692307614,80.0,0.0,0.0,loss_to_loss
